order_id,product_id,store_id,product_name,product_category,city,date_of_sale,quantity_sold,sales_amount
679,32,2,CodeCruise,Software Development Tools,Osaka,10/28/2022,3,68.78
680,46,1,AlgoAtlas,Data Analysis & Management,Tokyo,10/28/2022,6,30.41
681,87,1,DevDynamo Plus,Software Development Tools,Tokyo,10/29/2022,8,368.1
682,55,2,VarVenture,Educational Tools,Osaka,10/29/2022,2,85.37
683,66,1,ModuleMuse Pro,Creative & Design Tools,Tokyo,10/29/2022,2,369.41
684,82,2,LoopLyric,Creative & Design Tools,Osaka,10/29/2022,2,416.4
685,59,2,AlgoAurora,Creative & Design Tools,Osaka,10/29/2022,6,284.83
686,100,3,LogicLyric,Software Development Tools,Yokohama,10/30/2022,3,173.4
687,78,2,AlgoAir,Technology & Gadgets,Osaka,10/30/2022,4,346.83
688,85,1,CircuitCraft,Creative & Design Tools,Tokyo,10/30/2022,6,413.65
689,30,2,SyntaxSail,Software Development Tools,Osaka,10/31/2022,3,43.82
690,95,2,LambdaLegend,Educational Tools,Osaka,10/31/2022,2,494.62
691,30,1,SyntaxSail,Software Development Tools,Tokyo,10/31/2022,2,443.37
692,26,2,AlgoAria,Technology & Gadgets,Osaka,10/31/2022,2,223.4
693,28,1,FunctionFleet,Software Development Tools,Tokyo,11/1/2022,1,46.28
694,99,2,PixelPioneer Pro,Creative & Design Tools,Osaka,11/2/2022,2,136.5
695,47,1,PixelPulse Pro,Creative & Design Tools,Tokyo,11/2/2022,5,92.01
696,12,1,BitBard,Software Development Tools,Tokyo,11/2/2022,8,348.1
697,67,1,EchoEssence,Technology & Gadgets,Tokyo,11/2/2022,5,483.46
698,30,1,SyntaxSail,Software Development Tools,Tokyo,11/2/2022,2,261.23
699,46,2,AlgoAtlas,Data Analysis & Management,Osaka,11/3/2022,1,494.15
700,97,3,AlgoAria Pro,Technology & Gadgets,Yokohama,11/3/2022,2,281.78
701,87,3,DevDynamo Plus,Software Development Tools,Yokohama,11/4/2022,6,16.38
702,19,3,MethodMingle,Educational Tools,Yokohama,11/4/2022,7,470.82
703,98,2,CodeCruise Plus,Software Development Tools,Osaka,11/4/2022,3,69.79
704,57,2,ByteBliss,Creative & Design Tools,Osaka,11/4/2022,8,82.51
705,95,2,LambdaLegend,Educational Tools,Osaka,11/4/2022,1,368.74
706,25,1,LogicLantern,Software Development Tools,Tokyo,11/4/2022,5,421.51
707,26,1,AlgoAria,Technology & Gadgets,Tokyo,11/5/2022,8,245.85
708,80,3,FlowFleet,Technology & Gadgets,Yokohama,11/6/2022,8,466
709,26,1,AlgoAria,Technology & Gadgets,Tokyo,11/6/2022,5,291.92
710,26,2,AlgoAria,Technology & Gadgets,Osaka,11/6/2022,5,453.97
711,89,3,StringStream Pro,Software Development Tools,Yokohama,11/6/2022,4,450.44
712,20,3,VarVoyage,Educational Tools,Yokohama,11/6/2022,9,249.05
713,34,3,LoopLuxe,Creative & Design Tools,Yokohama,11/7/2022,7,306.82
714,79,2,ClassCruise,Educational Tools,Osaka,11/7/2022,1,399.05
715,5,1,SyntaxSage,Software Development Tools,Tokyo,11/7/2022,6,229.26
716,51,3,FlowFusion,Technology & Gadgets,Yokohama,11/7/2022,7,351.9
717,35,3,StringStream,Software Development Tools,Yokohama,11/8/2022,1,475.06
718,1,1,CodeNest IDE,Software Development Tools,Tokyo,11/8/2022,2,434.61
719,29,1,PixelPioneer,Creative & Design Tools,Tokyo,11/9/2022,6,187.24
720,18,3,PixelPulse,Creative & Design Tools,Yokohama,11/9/2022,3,379.47
721,39,2,BitBreeze,Creative & Design Tools,Osaka,11/9/2022,5,131.09
722,89,3,StringStream Pro,Software Development Tools,Yokohama,11/9/2022,2,490.25
723,57,2,ByteBliss,Creative & Design Tools,Osaka,11/10/2022,5,50.28
724,97,3,AlgoAria Pro,Technology & Gadgets,Yokohama,11/10/2022,8,191.33
725,53,1,BinaryBlaze,Technology & Gadgets,Tokyo,11/11/2022,2,375.47
726,92,3,EchoElite Pro,Technology & Gadgets,Yokohama,11/11/2022,5,371.41
727,45,2,EchoElite,Technology & Gadgets,Osaka,11/11/2022,4,454.22
728,31,1,BitBliss,Creative & Design Tools,Tokyo,11/11/2022,4,341.92
729,2,1,ScriptSprint,Software Development Tools,Tokyo,11/12/2022,2,286.84
730,41,2,CodeCraft,Software Development Tools,Osaka,11/12/2022,8,499.86
731,48,3,DataDynamo,Data Analysis & Management,Yokohama,11/12/2022,4,406.31
732,50,2,MethodMajesty,Educational Tools,Osaka,11/13/2022,9,168.28
733,11,1,FunctionFusion,Software Development Tools,Tokyo,11/13/2022,3,58.14
734,29,3,PixelPioneer,Creative & Design Tools,Yokohama,11/14/2022,7,276.97
735,73,3,DevDrift,Software Development Tools,Yokohama,11/15/2022,9,267.46
736,20,1,VarVoyage,Educational Tools,Tokyo,11/15/2022,4,472.06
737,59,1,AlgoAurora,Creative & Design Tools,Tokyo,11/16/2022,7,90.3
738,99,1,PixelPioneer Pro,Creative & Design Tools,Tokyo,11/16/2022,3,308.72
739,55,3,VarVenture,Educational Tools,Yokohama,11/17/2022,3,422.62
740,17,3,DataDrift,Data Analysis & Management,Yokohama,11/17/2022,5,324.91
741,82,2,LoopLyric,Creative & Design Tools,Osaka,11/19/2022,7,130.45
742,29,2,PixelPioneer,Creative & Design Tools,Osaka,11/20/2022,5,422.44
743,80,3,FlowFleet,Technology & Gadgets,Yokohama,11/20/2022,3,475.04
744,20,2,VarVoyage,Educational Tools,Osaka,11/20/2022,9,437.3
745,60,2,LoopLantern,Creative & Design Tools,Osaka,11/20/2022,4,234.53
746,60,1,LoopLantern,Creative & Design Tools,Tokyo,11/20/2022,2,432.81
747,47,1,PixelPulse Pro,Creative & Design Tools,Tokyo,11/21/2022,6,199.08
748,82,1,LoopLyric,Creative & Design Tools,Tokyo,11/21/2022,5,382.82
749,51,2,FlowFusion,Technology & Gadgets,Osaka,11/21/2022,1,425.13
750,10,1,CircuitScribe,Creative & Design Tools,Tokyo,11/21/2022,9,240.17
751,87,2,DevDynamo Plus,Software Development Tools,Osaka,11/22/2022,9,340.82
752,51,1,FlowFusion,Technology & Gadgets,Tokyo,11/22/2022,9,490.09
753,81,3,EchoEngine Pro,Technology & Gadgets,Yokohama,11/22/2022,1,226.13
754,85,2,CircuitCraft,Creative & Design Tools,Osaka,11/22/2022,7,140.67
755,69,2,BitBard Plus,Software Development Tools,Osaka,11/23/2022,2,440.84
756,64,3,LogicLark,Software Development Tools,Yokohama,11/24/2022,7,38.96
757,35,2,StringStream,Software Development Tools,Osaka,11/25/2022,6,133.88
758,75,3,VarVoyager,Educational Tools,Yokohama,11/25/2022,1,267.37
759,71,2,StringStar,Software Development Tools,Osaka,11/25/2022,3,405.23
760,80,2,FlowFleet,Technology & Gadgets,Osaka,11/25/2022,6,68.06
761,19,2,MethodMingle,Educational Tools,Osaka,11/25/2022,6,331.51
762,37,1,DataDream,Data Analysis & Management,Tokyo,11/26/2022,1,465.78
763,50,3,MethodMajesty,Educational Tools,Yokohama,11/26/2022,6,89.19
764,74,1,DataDive,Data Analysis & Management,Tokyo,11/26/2022,6,360.37
765,35,1,StringStream,Software Development Tools,Tokyo,11/26/2022,6,365.56
766,41,1,CodeCraft,Software Development Tools,Tokyo,11/27/2022,5,485.11
767,75,2,VarVoyager,Educational Tools,Osaka,11/27/2022,9,146.13
768,21,3,LambdaLuxe,Educational Tools,Yokohama,11/28/2022,6,73.61
769,83,3,SyntaxScribe,Software Development Tools,Yokohama,11/28/2022,9,152.66
770,45,2,EchoElite,Technology & Gadgets,Osaka,11/28/2022,2,412.74
771,50,1,MethodMajesty,Educational Tools,Tokyo,11/28/2022,5,143
772,54,1,CircuitCanvas,Creative & Design Tools,Tokyo,11/28/2022,7,40.05
773,61,1,ScriptSage,Software Development Tools,Tokyo,11/29/2022,2,103.72
774,74,1,DataDive,Data Analysis & Management,Tokyo,11/29/2022,6,438.37
775,19,1,MethodMingle,Educational Tools,Tokyo,11/29/2022,3,205.56
776,59,1,AlgoAurora,Creative & Design Tools,Tokyo,11/30/2022,1,139.02
777,5,2,SyntaxSage,Software Development Tools,Osaka,11/30/2022,8,103.65
778,86,2,CodeCatalyst,Software Development Tools,Osaka,12/1/2022,8,262.19
779,98,1,CodeCruise Plus,Software Development Tools,Tokyo,12/1/2022,3,134.57
780,30,3,SyntaxSail,Software Development Tools,Yokohama,12/1/2022,2,242.95
781,63,3,ClassCraft,Educational Tools,Yokohama,12/2/2022,6,468.3
782,38,1,CircuitCruise,Technology & Gadgets,Tokyo,12/2/2022,8,322.56
783,43,1,VarVista,Educational Tools,Tokyo,12/2/2022,5,305.5
784,60,2,LoopLantern,Creative & Design Tools,Osaka,12/4/2022,1,458.22
785,36,2,ModuleMajesty,Technology & Gadgets,Osaka,12/4/2022,1,292.85
786,13,1,ModuleMuse,Creative & Design Tools,Tokyo,12/5/2022,7,321.37
787,51,2,FlowFusion,Technology & Gadgets,Osaka,12/5/2022,2,22.32
788,49,2,StringSage,Software Development Tools,Osaka,12/5/2022,9,276.81
789,63,2,ClassCraft,Educational Tools,Osaka,12/5/2022,2,264.66
790,34,1,LoopLuxe,Creative & Design Tools,Tokyo,12/5/2022,4,487.55
791,38,3,CircuitCruise,Technology & Gadgets,Yokohama,12/7/2022,1,410.92
792,29,2,PixelPioneer,Creative & Design Tools,Osaka,12/7/2022,6,12.78
793,59,1,AlgoAurora,Creative & Design Tools,Tokyo,12/7/2022,9,483.86
794,97,2,AlgoAria Pro,Technology & Gadgets,Osaka,12/9/2022,3,411.81
795,8,2,FlowForge,Technology & Gadgets,Osaka,12/10/2022,6,177
796,12,2,BitBard,Software Development Tools,Osaka,12/10/2022,4,307.37
797,63,1,ClassCraft,Educational Tools,Tokyo,12/10/2022,3,261.32
798,88,2,VarVista Pro,Educational Tools,Osaka,12/11/2022,7,208.82
799,60,2,LoopLantern,Creative & Design Tools,Osaka,12/11/2022,4,270.81
800,14,2,ClassCast,Educational Tools,Osaka,12/11/2022,7,11.87
801,38,1,CircuitCruise,Technology & Gadgets,Tokyo,12/11/2022,5,178.86
802,38,3,CircuitCruise,Technology & Gadgets,Yokohama,12/11/2022,9,292.75
803,17,3,DataDrift,Data Analysis & Management,Yokohama,12/12/2022,3,212.25
804,57,3,ByteBliss,Creative & Design Tools,Yokohama,12/12/2022,3,92.85
805,22,3,EchoEngine,Technology & Gadgets,Yokohama,12/13/2022,5,414.02
806,30,2,SyntaxSail,Software Development Tools,Osaka,12/14/2022,1,489.69
807,83,2,SyntaxScribe,Software Development Tools,Osaka,12/14/2022,7,279.3
808,13,1,ModuleMuse,Creative & Design Tools,Tokyo,12/15/2022,7,134.37
809,26,1,AlgoAria,Technology & Gadgets,Tokyo,12/15/2022,6,341.45
810,17,2,DataDrift,Data Analysis & Management,Osaka,12/15/2022,9,187.51
811,1,2,CodeNest IDE,Software Development Tools,Osaka,12/16/2022,1,492.08
812,57,3,ByteBliss,Creative & Design Tools,Yokohama,12/16/2022,8,108.27
813,97,3,AlgoAria Pro,Technology & Gadgets,Yokohama,12/16/2022,9,373.08
814,93,3,DataDream Pro,Data Analysis & Management,Yokohama,12/17/2022,4,69.99
815,89,3,StringStream Pro,Software Development Tools,Yokohama,12/17/2022,2,270.06
816,87,1,DevDynamo Plus,Software Development Tools,Tokyo,12/17/2022,1,280.48
817,32,3,CodeCruise,Software Development Tools,Yokohama,12/17/2022,7,383.62
818,73,1,DevDrift,Software Development Tools,Tokyo,12/18/2022,9,469.32
819,59,1,AlgoAurora,Creative & Design Tools,Tokyo,12/18/2022,2,448.28
820,86,1,CodeCatalyst,Software Development Tools,Tokyo,12/18/2022,8,268.34
821,2,3,ScriptSprint,Software Development Tools,Yokohama,12/19/2022,1,423.52
822,43,3,VarVista,Educational Tools,Yokohama,12/19/2022,9,365.6
823,90,1,ModuleMagic,Technology & Gadgets,Tokyo,12/19/2022,6,121.1
824,40,3,LambdaLark,Educational Tools,Yokohama,12/20/2022,8,300.58
825,3,2,AlgoCraft,Creative & Design Tools,Osaka,12/20/2022,7,128.69
826,70,1,CodeCove,Software Development Tools,Tokyo,12/20/2022,9,400.16
827,30,1,SyntaxSail,Software Development Tools,Tokyo,12/20/2022,1,23.48
828,82,1,LoopLyric,Creative & Design Tools,Tokyo,12/21/2022,5,285.73
829,17,2,DataDrift,Data Analysis & Management,Osaka,12/21/2022,9,200.98
830,26,3,AlgoAria,Technology & Gadgets,Yokohama,12/22/2022,9,280.51
831,38,2,CircuitCruise,Technology & Gadgets,Osaka,12/22/2022,1,371.18
832,93,1,DataDream Pro,Data Analysis & Management,Tokyo,12/22/2022,6,361.61
833,65,1,SyntaxSeeker,Software Development Tools,Tokyo,12/23/2022,8,236.8
834,71,2,StringStar,Software Development Tools,Osaka,12/24/2022,7,237.01
835,62,3,MethodMingle Pro,Educational Tools,Yokohama,12/24/2022,5,167.33
836,90,2,ModuleMagic,Technology & Gadgets,Osaka,12/24/2022,4,277.24
837,84,1,MethodMajesty Pro,Educational Tools,Tokyo,12/24/2022,7,244.74
838,58,2,DevDynamo,Software Development Tools,Osaka,12/24/2022,2,213.74
839,96,2,FunctionFleet Pro,Software Development Tools,Osaka,12/25/2022,5,66.93
840,13,1,ModuleMuse,Creative & Design Tools,Tokyo,12/25/2022,9,316.26
841,29,1,PixelPioneer,Creative & Design Tools,Tokyo,12/25/2022,7,58.45
842,13,3,ModuleMuse,Creative & Design Tools,Yokohama,12/25/2022,5,34.25
843,74,1,DataDive,Data Analysis & Management,Tokyo,12/25/2022,4,38.29
844,43,3,VarVista,Educational Tools,Yokohama,12/25/2022,5,188.53
845,52,2,CodeComet,Software Development Tools,Osaka,12/25/2022,5,32.25
846,99,2,PixelPioneer Pro,Creative & Design Tools,Osaka,12/25/2022,2,124.05
847,74,2,DataDive,Data Analysis & Management,Osaka,12/26/2022,6,357.95
848,86,3,CodeCatalyst,Software Development Tools,Yokohama,12/26/2022,7,31.07
849,82,3,LoopLyric,Creative & Design Tools,Yokohama,12/26/2022,2,389.03
850,24,1,CodeCanvas,Software Development Tools,Tokyo,12/26/2022,5,305.04
851,50,1,MethodMajesty,Educational Tools,Tokyo,12/27/2022,4,20.79
852,53,1,BinaryBlaze,Technology & Gadgets,Tokyo,12/28/2022,1,91.36
853,54,3,CircuitCanvas,Creative & Design Tools,Yokohama,12/28/2022,9,236.11
854,59,3,AlgoAurora,Creative & Design Tools,Yokohama,12/28/2022,4,320.83
855,31,2,BitBliss,Creative & Design Tools,Osaka,12/29/2022,8,184.37
856,32,1,CodeCruise,Software Development Tools,Tokyo,12/29/2022,5,220.96
857,66,2,ModuleMuse Pro,Creative & Design Tools,Osaka,12/30/2022,7,326.41
858,96,1,FunctionFleet Pro,Software Development Tools,Tokyo,12/30/2022,9,166.64
859,48,1,DataDynamo,Data Analysis & Management,Tokyo,12/30/2022,6,452.84
860,13,2,ModuleMuse,Creative & Design Tools,Osaka,12/31/2022,2,83.3
861,82,1,LoopLyric,Creative & Design Tools,Tokyo,12/31/2022,3,73.67
862,14,3,ClassCast,Educational Tools,Yokohama,12/31/2022,4,437.08
863,17,3,DataDrift,Data Analysis & Management,Yokohama,12/31/2022,8,202.47
864,72,3,ByteBard,Software Development Tools,Yokohama,1/1/2023,6,242.26
865,10,1,CircuitScribe,Creative & Design Tools,Tokyo,1/1/2023,8,487.44
866,68,3,FunctionFusion Pro,Software Development Tools,Yokohama,1/2/2023,2,219.48
867,56,2,LambdaLyric,Educational Tools,Osaka,1/2/2023,2,62.11
868,7,1,LogicLoom,Software Development Tools,Tokyo,1/3/2023,2,117.37
869,87,1,DevDynamo Plus,Software Development Tools,Tokyo,1/3/2023,6,382.21
870,1,3,CodeNest IDE,Software Development Tools,Yokohama,1/3/2023,2,155.28
871,49,3,StringSage,Software Development Tools,Yokohama,1/3/2023,5,24.54
872,22,1,EchoEngine,Technology & Gadgets,Tokyo,1/4/2023,1,195.72
873,70,3,CodeCove,Software Development Tools,Yokohama,1/5/2023,7,498.1
874,85,3,CircuitCraft,Creative & Design Tools,Yokohama,1/5/2023,4,336.76
875,99,3,PixelPioneer Pro,Creative & Design Tools,Yokohama,1/5/2023,4,123.7
876,78,1,AlgoAir,Technology & Gadgets,Tokyo,1/5/2023,3,90.95
877,78,2,AlgoAir,Technology & Gadgets,Osaka,1/5/2023,2,205.69
878,67,2,EchoEssence,Technology & Gadgets,Osaka,1/5/2023,1,232.43
879,28,2,FunctionFleet,Software Development Tools,Osaka,1/6/2023,2,91.89
880,23,1,BinaryBloom,Creative & Design Tools,Tokyo,1/7/2023,4,269.7
881,33,3,BinaryBard,Software Development Tools,Yokohama,1/7/2023,8,287.91
882,35,2,StringStream,Software Development Tools,Osaka,1/7/2023,9,488.78
883,29,3,PixelPioneer,Creative & Design Tools,Yokohama,1/8/2023,2,47.43
884,29,1,PixelPioneer,Creative & Design Tools,Tokyo,1/8/2023,8,156.23
885,32,1,CodeCruise,Software Development Tools,Tokyo,1/8/2023,9,340.43
886,68,3,FunctionFusion Pro,Software Development Tools,Yokohama,1/8/2023,1,74.53
887,78,3,AlgoAir,Technology & Gadgets,Yokohama,1/9/2023,1,495.95
888,87,3,DevDynamo Plus,Software Development Tools,Yokohama,1/9/2023,9,436.18
889,24,1,CodeCanvas,Software Development Tools,Tokyo,1/9/2023,6,161.9
890,1,3,CodeNest IDE,Software Development Tools,Yokohama,1/10/2023,1,269
891,81,1,EchoEngine Pro,Technology & Gadgets,Tokyo,1/10/2023,8,472.55
892,72,1,ByteBard,Software Development Tools,Tokyo,1/10/2023,8,96.81
893,21,2,LambdaLuxe,Educational Tools,Osaka,1/11/2023,8,486.99
894,77,1,PixelPilot Plus,Creative & Design Tools,Tokyo,1/11/2023,5,110.65
895,84,1,MethodMajesty Pro,Educational Tools,Tokyo,1/11/2023,8,149.6
896,97,1,AlgoAria Pro,Technology & Gadgets,Tokyo,1/12/2023,8,433.07
897,88,2,VarVista Pro,Educational Tools,Osaka,1/12/2023,1,449.51
898,92,1,EchoElite Pro,Technology & Gadgets,Tokyo,1/12/2023,4,279.07
899,27,3,ScriptSeeker,Software Development Tools,Yokohama,1/13/2023,1,247.83
900,55,2,VarVenture,Educational Tools,Osaka,1/13/2023,2,74.86
901,57,3,ByteBliss,Creative & Design Tools,Yokohama,1/14/2023,7,238.72
902,5,1,SyntaxSage,Software Development Tools,Tokyo,1/14/2023,7,89.78
903,94,2,SyntaxStar Plus,Software Development Tools,Osaka,1/14/2023,7,478.35
904,51,3,FlowFusion,Technology & Gadgets,Yokohama,1/14/2023,6,417.04
905,16,2,StringScribe,Software Development Tools,Osaka,1/15/2023,4,411.98
906,78,2,AlgoAir,Technology & Gadgets,Osaka,1/15/2023,9,45.33
907,5,2,SyntaxSage,Software Development Tools,Osaka,1/15/2023,2,284.25
908,88,1,VarVista Pro,Educational Tools,Tokyo,1/16/2023,5,213.9
909,59,1,AlgoAurora,Creative & Design Tools,Tokyo,1/16/2023,6,300.96
910,3,2,AlgoCraft,Creative & Design Tools,Osaka,1/16/2023,1,384.15
911,5,2,SyntaxSage,Software Development Tools,Osaka,1/17/2023,1,98.3
912,47,1,PixelPulse Pro,Creative & Design Tools,Tokyo,1/17/2023,7,234.65
913,46,2,AlgoAtlas,Data Analysis & Management,Osaka,1/17/2023,6,369.94
914,57,2,ByteBliss,Creative & Design Tools,Osaka,1/18/2023,7,26.5
915,76,1,BinaryBard Pro,Software Development Tools,Tokyo,1/18/2023,4,392.56
916,76,1,BinaryBard Pro,Software Development Tools,Tokyo,1/18/2023,5,121.96
917,48,2,DataDynamo,Data Analysis & Management,Osaka,1/18/2023,4,460.5
918,26,3,AlgoAria,Technology & Gadgets,Yokohama,1/19/2023,3,321.19
919,93,2,DataDream Pro,Data Analysis & Management,Osaka,1/20/2023,9,196.91
920,6,1,PixelPilot,Creative & Design Tools,Tokyo,1/20/2023,4,41.7
921,13,1,ModuleMuse,Creative & Design Tools,Tokyo,1/21/2023,3,245.96
922,78,3,AlgoAir,Technology & Gadgets,Yokohama,1/21/2023,1,286.01
923,86,3,CodeCatalyst,Software Development Tools,Yokohama,1/21/2023,6,52.72
924,14,3,ClassCast,Educational Tools,Yokohama,1/21/2023,8,66.71
925,53,3,BinaryBlaze,Technology & Gadgets,Yokohama,1/21/2023,9,439
926,20,3,VarVoyage,Educational Tools,Yokohama,1/22/2023,4,277.88
927,63,3,ClassCraft,Educational Tools,Yokohama,1/22/2023,1,416.22
928,69,3,BitBard Plus,Software Development Tools,Yokohama,1/22/2023,2,454.53
929,91,3,BitBlaze,Technology & Gadgets,Yokohama,1/22/2023,2,347.14
930,81,1,EchoEngine Pro,Technology & Gadgets,Tokyo,1/22/2023,8,258.27
931,94,2,SyntaxStar Plus,Software Development Tools,Osaka,1/23/2023,2,230.56
932,43,2,VarVista,Educational Tools,Osaka,1/24/2023,2,449.62
933,79,3,ClassCruise,Educational Tools,Yokohama,1/24/2023,7,266.04
934,37,2,DataDream,Data Analysis & Management,Osaka,1/24/2023,6,319.04
935,15,2,LoopLark,Creative & Design Tools,Osaka,1/26/2023,3,270.23
936,78,2,AlgoAir,Technology & Gadgets,Osaka,1/26/2023,6,90.97
937,56,3,LambdaLyric,Educational Tools,Yokohama,1/27/2023,6,141.73
938,42,1,FlowFlare,Technology & Gadgets,Tokyo,1/27/2023,6,275.84
939,73,3,DevDrift,Software Development Tools,Yokohama,1/28/2023,9,339.1
940,14,3,ClassCast,Educational Tools,Yokohama,1/28/2023,5,362.39
941,93,1,DataDream Pro,Data Analysis & Management,Tokyo,1/29/2023,6,422.69
942,85,3,CircuitCraft,Creative & Design Tools,Yokohama,1/29/2023,6,238.81
943,77,2,PixelPilot Plus,Creative & Design Tools,Osaka,1/29/2023,1,246.43
944,49,3,StringSage,Software Development Tools,Yokohama,1/30/2023,8,118.17
945,4,2,ByteBreeze,Creative & Design Tools,Osaka,1/30/2023,5,405.96
946,53,3,BinaryBlaze,Technology & Gadgets,Yokohama,1/30/2023,4,149.08
947,82,1,LoopLyric,Creative & Design Tools,Tokyo,1/30/2023,5,55.58
948,50,1,MethodMajesty,Educational Tools,Tokyo,1/31/2023,1,465.42
949,79,1,ClassCruise,Educational Tools,Tokyo,1/31/2023,3,426.73
950,98,2,CodeCruise Plus,Software Development Tools,Osaka,2/1/2023,6,110.18
951,7,2,LogicLoom,Software Development Tools,Osaka,2/1/2023,2,300.81
952,44,2,SyntaxStar,Software Development Tools,Osaka,2/1/2023,6,99.58
953,57,1,ByteBliss,Creative & Design Tools,Tokyo,2/1/2023,1,395.62
954,62,3,MethodMingle Pro,Educational Tools,Yokohama,2/1/2023,6,389.21
955,48,1,DataDynamo,Data Analysis & Management,Tokyo,2/1/2023,7,338.82
956,10,2,CircuitScribe,Creative & Design Tools,Osaka,2/2/2023,7,25.4
957,26,3,AlgoAria,Technology & Gadgets,Yokohama,2/3/2023,5,212.93
958,37,1,DataDream,Data Analysis & Management,Tokyo,2/3/2023,5,55.22
959,37,3,DataDream,Data Analysis & Management,Yokohama,2/3/2023,6,68.25
960,54,3,CircuitCanvas,Creative & Design Tools,Yokohama,2/3/2023,4,432.37
961,51,3,FlowFusion,Technology & Gadgets,Yokohama,2/3/2023,4,207.91
962,10,1,CircuitScribe,Creative & Design Tools,Tokyo,2/5/2023,2,468.15
963,22,1,EchoEngine,Technology & Gadgets,Tokyo,2/5/2023,4,278.71
964,83,2,SyntaxScribe,Software Development Tools,Osaka,2/6/2023,2,31.64
965,51,2,FlowFusion,Technology & Gadgets,Osaka,2/6/2023,7,117.7
966,44,2,SyntaxStar,Software Development Tools,Osaka,2/6/2023,7,196.99
967,17,2,DataDrift,Data Analysis & Management,Osaka,2/6/2023,3,145.46
968,67,2,EchoEssence,Technology & Gadgets,Osaka,2/6/2023,4,372.47
969,85,1,CircuitCraft,Creative & Design Tools,Tokyo,2/7/2023,4,486.05
970,12,3,BitBard,Software Development Tools,Yokohama,2/7/2023,3,491.01
971,100,1,LogicLyric,Software Development Tools,Tokyo,2/7/2023,3,356.77
972,73,3,DevDrift,Software Development Tools,Yokohama,2/8/2023,2,413.35
973,92,1,EchoElite Pro,Technology & Gadgets,Tokyo,2/8/2023,4,246.12
974,91,2,BitBlaze,Technology & Gadgets,Osaka,2/8/2023,4,283.41
975,74,3,DataDive,Data Analysis & Management,Yokohama,2/9/2023,5,141.79
976,93,3,DataDream Pro,Data Analysis & Management,Yokohama,2/9/2023,7,291.18
977,52,1,CodeComet,Software Development Tools,Tokyo,2/9/2023,6,243.48
978,85,1,CircuitCraft,Creative & Design Tools,Tokyo,2/9/2023,5,27.61
979,62,3,MethodMingle Pro,Educational Tools,Yokohama,2/9/2023,4,171.9
980,51,3,FlowFusion,Technology & Gadgets,Yokohama,2/10/2023,7,93.59
981,27,2,ScriptSeeker,Software Development Tools,Osaka,2/10/2023,2,293.84
982,7,3,LogicLoom,Software Development Tools,Yokohama,2/11/2023,8,131.28
983,40,1,LambdaLark,Educational Tools,Tokyo,2/12/2023,7,141.21
984,96,3,FunctionFleet Pro,Software Development Tools,Yokohama,2/13/2023,6,295.27
985,25,2,LogicLantern,Software Development Tools,Osaka,2/13/2023,8,239.4
986,91,3,BitBlaze,Technology & Gadgets,Yokohama,2/14/2023,3,226.2
987,65,3,SyntaxSeeker,Software Development Tools,Yokohama,2/15/2023,8,117.44
988,29,2,PixelPioneer,Creative & Design Tools,Osaka,2/15/2023,6,61.58
989,40,2,LambdaLark,Educational Tools,Osaka,2/15/2023,1,61.16
990,99,1,PixelPioneer Pro,Creative & Design Tools,Tokyo,2/15/2023,7,203.65
991,94,2,SyntaxStar Plus,Software Development Tools,Osaka,2/15/2023,2,377.15
992,59,1,AlgoAurora,Creative & Design Tools,Tokyo,2/15/2023,5,403.72
993,17,1,DataDrift,Data Analysis & Management,Tokyo,2/16/2023,2,495.2
994,23,2,BinaryBloom,Creative & Design Tools,Osaka,2/16/2023,9,258.46
995,98,1,CodeCruise Plus,Software Development Tools,Tokyo,2/16/2023,4,289.62
996,59,3,AlgoAurora,Creative & Design Tools,Yokohama,2/16/2023,8,440.88
997,23,3,BinaryBloom,Creative & Design Tools,Yokohama,2/18/2023,6,111.58
998,4,3,ByteBreeze,Creative & Design Tools,Yokohama,2/18/2023,2,303.42
999,98,1,CodeCruise Plus,Software Development Tools,Tokyo,2/18/2023,9,178.39
1000,47,1,PixelPulse Pro,Creative & Design Tools,Tokyo,2/19/2023,7,372.25
1001,48,2,DataDynamo,Data Analysis & Management,Osaka,2/19/2023,8,372.44
1002,4,3,ByteBreeze,Creative & Design Tools,Yokohama,2/20/2023,7,59.46
1003,82,3,LoopLyric,Creative & Design Tools,Yokohama,2/20/2023,4,102.63
1004,77,2,PixelPilot Plus,Creative & Design Tools,Osaka,2/20/2023,6,271.8
1005,61,2,ScriptSage,Software Development Tools,Osaka,2/21/2023,9,411.7
1006,98,1,CodeCruise Plus,Software Development Tools,Tokyo,2/22/2023,1,357.97
1007,9,3,DevDive,Software Development Tools,Yokohama,2/22/2023,5,234.89
1008,72,3,ByteBard,Software Development Tools,Yokohama,2/22/2023,9,201.99
1009,37,3,DataDream,Data Analysis & Management,Yokohama,2/22/2023,8,26.08
1010,29,3,PixelPioneer,Creative & Design Tools,Yokohama,2/22/2023,2,362.63
1011,17,3,DataDrift,Data Analysis & Management,Yokohama,2/24/2023,5,270.92
1012,74,1,DataDive,Data Analysis & Management,Tokyo,2/24/2023,9,473.86
1013,40,3,LambdaLark,Educational Tools,Yokohama,2/25/2023,7,64.38
1014,36,1,ModuleMajesty,Technology & Gadgets,Tokyo,2/25/2023,9,382.08
1015,61,2,ScriptSage,Software Development Tools,Osaka,2/25/2023,3,321.66
